X_Value,Voltage_0,Voltage_1
0.922,0.312164,0.139098
0.923,0.337966,0.226009
0.924,0.358931,0.297791
0.925,0.380217,0.312276
0.926,0.40602,0.317426
0.927,0.431177,0.318714
0.928,0.453109,0.280409
0.929,0.476653,0.186738
0.93,0.500843,0.145214
0.931,0.528258,0.141352
0.932,0.550834,0.060235
0.933,0.575992,0.080836
0.934,0.602439,0.142317
0.935,0.628241,0.189313
0.936,0.649528,0.256589
0.937,0.670815,0.388564
0.938,0.695649,0.495432
0.939,0.719839,0.55627
0.94,0.740803,0.660563
0.941,0.767251,0.717216
0.942,0.792408,0.706271
0.943,0.816275,0.725907
0.944,0.841755,0.708203
0.945,0.862396,0.654447
0.946,0.890456,0.571399
0.947,0.912388,0.544682
0.948,0.935288,0.503801
0.949,0.959477,0.476119
0.95,0.983667,0.514102
0.951,1.004631,0.554338
0.952,1.029143,0.60391
0.953,1.053333,0.687923
0.954,1.081393,0.82859
0.955,1.107195,0.912282
0.956,1.129449,0.97151
0.957,1.157187,1.100589
0.958,1.178474,1.125375
0.959,1.203953,1.114752
0.96,1.227498,1.113143
0.961,1.249107,1.098658
0.962,1.274587,1.013678
0.963,1.295551,0.957025
0.964,1.322644,0.938677
0.965,1.344576,0.883634
0.966,1.370378,0.873977
0.967,1.391665,0.934493
0.968,1.41908,0.968291
0.969,1.44456,1.029129
0.97,1.472297,1.133744
0.971,1.491971,1.261857
0.972,1.518096,1.342974
0.973,1.540673,1.4257
0.974,1.564863,1.499091
0.975,1.58873,1.514542
0.976,1.610662,1.519371
0.977,1.632594,1.520336
0.978,1.658396,1.482675
0.979,1.681941,1.388682
0.98,1.704195,1.346514
0.981,1.72774,1.342974
0.982,1.753542,1.259282
0.983,1.78257,1.280205
0.984,1.802566,1.342652
0.985,1.829014,1.389326
0.986,1.850623,1.455958
0.987,1.875135,1.587934
0.988,1.899648,1.693193
0.989,1.92158,1.754674
0.99,1.944157,1.860577
0.991,1.965766,1.917874
0.992,1.993504,1.905964
0.993,2.013823,1.922059
0.994,2.04156,1.906608
0.995,2.065428,1.853173
0.996,2.08865,1.768838
0.997,2.114775,1.742442
0.998,2.136707,1.702206
0.999,2.161864,1.672592
1,2.186376,1.710897
1.001,2.20734,1.750812
1.002,2.232498,1.800705
1.003,2.256042,1.886972
1.004,2.278297,2.026352
1.005,2.30668,2.110688
1.006,2.331192,2.167019
1.007,2.356994,2.301893
1.008,2.381506,2.323781
1.009,2.408922,2.314768
1.01,2.428918,2.313481
1.011,2.452463,2.29803
1.012,2.481813,2.215625
1.013,2.500843,2.156075
1.014,2.525032,2.13998
1.015,2.55019,2.084293
1.016,2.572444,2.07367
1.017,2.597924,2.135474
1.018,2.624372,2.169594
1.019,2.648239,2.230754
1.02,2.664365,2.33376
1.021,2.687588,2.462196
1.022,2.71081,2.542347
1.023,2.73758,2.623143
1.024,2.758867,2.697822
1.025,2.785959,2.71102
1.026,2.809827,2.718424
1.027,2.833049,2.719067
1.028,2.852401,2.68044
1.029,2.876268,2.586769
1.03,2.902393,2.545244
1.031,2.92239,2.540416
1.032,3.00012,2.459943
1.033,2.963674,2.477325
1.034,2.938516,2.531725
1.035,2.898523,2.567133
1.036,2.878848,2.624109
1.037,2.854658,2.740634
1.038,2.829501,2.829799
1.039,2.807569,2.868426
1.04,2.782412,2.955338
1.041,2.755319,2.991712
1.042,2.734677,2.953407
1.043,2.711455,2.939243
1.044,2.689845,2.898363
1.045,2.664365,2.81467
1.046,2.642111,2.696535
1.047,2.617921,2.639881
1.048,2.595989,2.567455
1.049,2.567929,2.505651
1.05,2.545352,2.504042
1.051,2.522775,2.512089
1.052,2.499552,2.522068
1.053,2.475685,2.571318
1.054,2.454076,2.673358
1.055,2.429886,2.721964
1.056,2.404406,2.737093
1.057,2.378281,2.828511
1.058,2.352479,2.810807
1.059,2.327321,2.75866
1.06,2.301197,2.715848
1.061,2.280877,2.657586
1.062,2.25443,2.531403
1.063,2.232498,2.427753
1.064,2.20605,2.3711
1.065,2.180893,2.26906
1.066,2.159606,2.214338
1.067,2.134771,2.231076
1.068,2.108324,2.221419
1.069,2.084779,2.238802
1.07,2.06446,2.295455
1.071,2.039625,2.3814
1.072,2.019628,2.416809
1.073,1.995761,2.452539
1.074,1.967056,2.481188
1.075,1.943189,2.451573
1.076,1.918354,2.411015
1.077,1.89352,2.365306
1.078,1.869975,2.282257
1.079,1.847398,2.142233
1.08,1.822886,2.054679
1.081,1.799664,2.00736
1.082,1.777732,1.874096
1.083,1.752897,1.846736
1.084,1.72774,1.861543
1.085,1.702582,1.859611
1.086,1.674845,1.882144
1.087,1.652268,1.96487
1.088,1.632271,2.024742
1.089,1.608404,2.03955
1.09,1.58615,2.098134
1.091,1.559702,2.110044
1.092,1.536803,2.054679
1.093,1.512613,2.021202
1.094,1.486166,1.958111
1.095,1.462621,1.858324
1.096,1.438432,1.721841
1.097,1.413597,1.649093
1.098,1.389407,1.563148
1.099,1.36425,1.488469
1.1,1.340705,1.474628
1.101,1.321031,1.471731
1.102,1.295229,1.472053
1.103,1.270394,1.508426
1.104,1.239109,1.5992
1.105,1.222015,1.638793
1.106,1.196535,1.642977
1.107,1.172991,1.732142
1.108,1.149446,1.708322
1.109,1.128159,1.650703
1.11,1.100099,1.603063
1.111,1.0772,1.537719
1.112,1.049785,1.407674
1.113,1.026886,1.298874
1.114,1.005599,1.236427
1.115,0.978184,1.132456
1.116,0.953672,1.075481
1.117,0.933997,1.084172
1.118,0.912388,1.07194
1.119,0.889489,1.088357
1.12,0.865622,1.140503
1.121,0.838852,1.225161
1.122,0.814662,1.257672
1.123,0.789182,1.290505
1.124,0.761445,1.31851
1.125,0.740481,1.285677
1.126,0.715324,1.243831
1.127,0.689844,1.196835
1.128,0.66888,1.110568
1.129,0.64598,0.969257
1.13,0.6205,0.88138
1.131,0.599536,0.833419
1.132,0.574056,0.695005
1.133,0.547609,0.670541
1.134,0.525677,0.679554
1.135,0.50052,0.678911
1.136,0.477298,0.698868
1.137,0.449561,0.781272
1.138,0.424404,0.8405
1.139,0.405052,0.850157
1.14,0.381185,0.913892
1.141,0.356995,0.924192
1.142,0.331516,0.86593
1.143,0.310551,0.832775
1.144,0.283137,0.77065
1.145,0.26056,0.669898
1.146,0.233467,0.53245
1.147,0.21089,0.45938
1.148,0.185088,0.37247
1.149,0.161544,0.296181
1.15,0.137999,0.282018
1.151,0.114777,0.276224
1.152,0.090588,0.277512
1.153,0.067043,0.315495
1.154,0.045434,0.404981
1.155,0.022534,0.446827
1.156,-0.001312,0.450367
1.157,-0.027014,0.539531
1.158,-0.054965,0.513458
1.159,-0.075848,0.455196
1.16,-0.104763,0.406912
1.161,-0.127573,0.342212
1.162,-0.152311,0.211846
1.163,-0.178013,0.101115
1.164,-0.200503,0.0406
1.165,-0.223634,-0.066691
1.166,-0.246445,-0.122382
1.167,-0.270541,-0.111437
1.168,-0.292387,-0.126567
1.169,-0.320017,-0.112403
1.17,-0.346683,-0.060574
1.171,-0.369172,0.024827
1.172,-0.392625,0.054763
1.173,-0.41897,0.087918
1.174,-0.442423,0.116566
1.175,-0.4617,0.085986
1.176,-0.48708,0.042853
1.177,-0.50957,-0.002951
1.178,-0.536878,-0.091478
1.179,-0.558082,-0.230868
1.18,-0.586355,-0.319717
1.181,-0.609808,-0.36897
1.182,-0.632297,-0.506106
1.183,-0.65832,-0.533791
1.184,-0.686271,-0.523811
1.185,-0.705548,-0.525743
1.186,-0.727395,-0.506106
1.187,-0.750527,-0.423052
1.188,-0.772052,-0.361566
1.189,-0.797111,-0.351908
1.19,-0.820243,-0.287203
1.191,-0.851086,-0.27497
1.192,-0.876467,-0.333559
1.193,-0.896707,-0.370901
1.194,-0.92273,-0.433353
1.195,-0.947147,-0.533147
1.196,-0.973492,-0.671571
1.197,-0.993411,-0.743358
1.198,-1.018149,-0.830597
1.199,-1.041602,-0.907857
1.2,-1.06377,-0.919768
1.201,-1.086581,-0.922987
1.202,-1.113889,-0.925562
1.203,-1.137021,-0.886933
1.204,-1.165936,-0.797118
1.205,-1.185534,-0.758488
1.206,-1.212842,-0.754625
1.207,-1.236938,-0.665132
1.208,-1.258785,-0.688954
1.209,-1.280632,-0.745611
1.21,-1.304085,-0.793255
1.211,-1.327217,-0.856672
1.212,-1.352276,-0.988336
1.213,-1.376693,-1.097788
1.214,-1.40111,-1.159274
1.215,-1.424885,-1.264862
1.216,-1.448016,-1.321841
1.217,-1.468899,-1.312828
1.218,-1.498457,-1.323773
1.219,-1.520304,-1.310574
1.22,-1.541187,-1.259712
1.221,-1.564961,-1.17215
1.222,-1.589699,-1.140924
1.223,-1.610582,-1.109055
1.224,-1.634035,-1.07976
1.225,-1.66295,-1.110986
1.226,-1.686725,-1.155411
1.227,-1.713391,-1.201445
1.228,-1.734916,-1.289006
1.229,-1.757406,-1.42904
1.23,-1.78375,-1.516279
1.231,-1.80881,-1.566498
1.232,-1.829693,-1.703634
1.233,-1.85411,-1.72971
1.234,-1.877242,-1.716833
1.235,-1.899088,-1.719408
1.236,-1.924791,-1.702347
1.237,-1.952742,-1.620258
1.238,-1.979086,-1.560703
1.239,-1.999327,-1.550402
1.24,-2.026957,-1.48795
1.241,-2.047197,-1.47282
1.242,-2.07065,-1.529478
1.243,-2.090569,-1.568108
1.244,-2.120127,-1.630881
1.245,-2.141331,-1.728744
1.246,-2.169603,-1.870387
1.247,-2.194021,-1.943141
1.248,-2.217795,-2.027805
1.249,-2.238999,-2.10764
1.25,-2.262131,-2.120195
1.251,-2.285585,-2.121161
1.252,-2.306789,-2.12438
1.253,-2.330885,-2.084784
1.254,-2.356908,-1.99336
1.255,-2.380683,-1.956017
1.256,-2.405742,-1.950223
1.257,-2.429838,-1.862661
1.258,-2.454898,-1.883586
1.259,-2.474174,-1.943784
1.26,-2.494736,-1.988209
1.261,-2.522045,-2.054202
1.262,-2.544855,-2.184578
1.263,-2.572164,-2.293065
1.264,-2.594653,-2.356804
1.265,-2.617464,-2.462393
1.266,-2.644451,-2.523236
1.267,-2.664371,-2.512291
1.268,-2.68943,-2.522592
1.269,-2.715132,-2.509071
1.27,-2.737943,-2.45853
1.271,-2.760754,-2.370003
1.272,-2.787099,-2.340708
1.273,-2.811195,-2.308517
1.274,-2.838824,-2.278578
1.275,-2.867418,-2.31077
1.276,-2.890229,-2.355195
1.277,-2.914325,-2.402517
1.278,-2.943882,-2.490078
1.279,-2.967978,-2.630756
1.28,-2.996572,-2.719928
1.281,-3.007174,-2.768859
1.282,-3.007817,-2.906962
1.283,-3.00621,-2.929818
1.284,-3.009102,-2.910825
1.285,-2.993038,-2.903743
1.286,-2.969906,-2.874448
1.287,-2.940027,-2.777873
1.288,-2.91818,-2.700613
1.289,-2.892799,-2.670674
1.29,-2.86035,-2.585366
1.291,-2.835933,-2.550599
1.292,-2.810552,-2.580859
1.293,-2.784528,-2.590839
1.294,-2.762682,-2.62464
1.295,-2.735052,-2.692243
1.296,-2.710313,-2.802983
1.297,-2.688466,-2.843544
1.298,-2.662764,-2.895695
1.299,-2.638668,-2.940442
1.3,-2.615215,-2.917586
1.301,-2.593047,-2.885072
1.302,-2.567023,-2.849661
1.303,-2.543249,-2.773044
1.304,-2.519796,-2.644277
1.305,-2.49313,-2.564441
1.306,-2.47064,-2.522592
1.307,-2.447187,-2.389962
1.308,-2.421485,-2.371291
1.309,-2.399317,-2.390928
1.31,-2.371687,-2.392859
1.311,-2.353695,-2.418291
1.312,-2.327993,-2.504565
1.313,-2.307753,-2.572167
1.314,-2.283336,-2.586976
1.315,-2.262131,-2.65651
1.316,-2.232574,-2.67325
1.317,-2.212012,-2.623352
1.318,-2.187595,-2.586654
1.319,-2.165748,-2.526455
1.32,-2.138118,-2.431167
1.321,-2.114023,-2.296606
1.322,-2.087357,-2.221921
1.323,-2.065189,-2.145305
1.324,-2.042057,-2.068688
1.325,-2.017318,-2.053236
1.326,-1.995793,-2.053236
1.327,-1.974267,-2.053236
1.328,-1.945031,-2.093154
1.329,-1.921257,-2.184257
1.33,-1.896197,-2.227393
1.331,-1.872744,-2.227393
1.332,-1.849612,-2.325256
1.333,-1.826801,-2.307551
1.334,-1.801742,-2.245099
1.335,-1.777003,-2.200996
1.336,-1.755157,-2.134681
1.337,-1.73331,-2.00688
1.338,-1.710178,-1.89775
1.339,-1.684476,-1.84399
1.34,-1.65781,-1.728744
1.341,-1.632108,-1.672409
1.342,-1.610582,-1.677237
1.343,-1.584238,-1.669511
1.344,-1.56207,-1.683354
1.345,-1.537974,-1.732607
1.346,-1.517733,-1.828216
1.347,-1.490425,-1.853648
1.348,-1.468257,-1.89099
1.349,-1.442555,-1.923826
1.35,-1.420065,-1.889702
1.351,-1.395327,-1.844312
1.352,-1.371553,-1.79699
1.353,-1.347778,-1.711682
1.354,-1.327859,-1.575512
1.355,-1.303121,-1.488916
1.356,-1.277419,-1.436766
1.357,-1.254608,-1.29802
1.358,-1.228264,-1.272588
1.359,-1.205453,-1.285143
1.36,-1.176217,-1.280958
1.361,-1.158868,-1.299629
1.362,-1.13413,-1.38043
1.363,-1.110998,-1.443526
1.364,-1.086902,-1.455437
1.365,-1.062164,-1.518532
1.366,-1.039996,-1.530443
1.367,-1.013009,-1.478937
1.368,-0.988271,-1.438375
1.369,-0.961926,-1.37367
1.37,-0.938473,-1.276451
1.371,-0.916305,-1.133842
1.372,-0.893815,-1.05948
1.373,-0.871969,-0.979966
1.374,-0.848837,-0.902063
1.375,-0.82185,-0.885001
1.376,-0.797754,-0.88307
1.377,-0.773016,-0.87985
1.378,-0.747956,-0.91848
1.379,-0.723218,-1.007329
1.38,-0.702014,-1.048213
1.381,-0.677918,-1.047569
1.382,-0.652216,-1.1435
1.383,-0.631976,-1.125472
1.384,-0.606595,-1.061089
1.385,-0.582821,-1.021172
1.386,-0.555512,-0.949706
1.387,-0.532702,-0.82094
1.388,-0.504429,-0.710523
1.389,-0.480976,-0.650968
1.39,-0.458487,-0.541195
1.391,-0.435355,-0.479709
1.392,-0.410617,-0.487435
1.393,-0.388449,-0.477777
1.394,-0.363389,-0.491298
1.395,-0.339294,-0.539585
1.396,-0.317768,-0.63455
1.397,-0.293673,-0.660304
1.398,-0.269898,-0.69668
1.399,-0.242268,-0.72694
1.4,-0.219458,-0.695392
1.401,-0.193113,-0.648715
1.402,-0.167733,-0.601071
1.403,-0.145565,-0.51351
1.404,-0.118577,-0.374442
1.405,-0.098658,-0.289135
1.406,-0.078097,-0.238594
1.407,-0.051752,-0.10017
1.408,-0.028941,-0.072485
1.409,-0.005167,-0.086649
1.41,0.022534,-0.079889
1.411,0.044789,-0.099526
1.412,0.071559,-0.179683
1.413,0.0922,-0.240847
1.414,0.12026,-0.254046
1.415,0.143805,-0.316175
1.416,0.165737,-0.328408
1.417,0.191539,-0.27658
1.418,0.213793,-0.235696
1.419,0.239273,-0.173889
1.42,0.25927,-0.077636
1.421,0.286039,0.063454
1.422,0.309906,0.138455
1.423,0.333451,0.216674
1.424,0.360221,0.298435
1.425,0.384733,0.316782
1.426,0.408922,0.318392
1.427,0.432144,0.320645
1.428,0.454399,0.282662
1.429,0.480846,0.19221
1.43,0.502455,0.149077
1.431,0.527613,0.149077
1.432,0.548899,0.055728
1.433,0.575669,0.076651
1.434,0.598569,0.142317
1.435,0.620823,0.182876
1.436,0.64727,0.252726
1.437,0.66759,0.379873
1.438,0.694682,0.490604
1.439,0.716614,0.545647
1.44,0.741771,0.659597
1.441,0.76467,0.720113
1.442,0.791118,0.713031
1.443,0.814017,0.722688
1.444,0.839174,0.70949
1.445,0.864654,0.66185
1.446,0.888521,0.567858
1.447,0.911743,0.543716
1.448,0.93561,0.508308
1.449,0.964638,0.475475
1.45,0.983344,0.50863
1.451,1.006566,0.554338
1.452,1.034949,0.601657
1.453,1.055268,0.68567
1.454,1.0772,0.82344
1.455,1.102357,0.910673
1.456,1.128482,0.961532
1.457,1.151704,1.100267
1.458,1.178151,1.12634
1.459,1.201696,1.11443
1.46,1.22524,1.120868
1.461,1.246205,1.101233
1.462,1.274587,1.021403
1.463,1.295874,0.9596
1.464,1.323934,0.947368
1.465,1.343931,0.883956
1.466,1.370055,0.866252
1.467,1.395535,0.922261
1.468,1.418757,0.966038
1.469,1.447785,1.026232
1.47,1.468427,1.125375
1.471,1.491649,1.267329
1.472,1.512936,1.34072
1.473,1.536803,1.416687
1.474,1.560992,1.497804
1.475,1.584537,1.517761
1.476,1.608727,1.519049
1.477,1.635174,1.520658
1.478,1.656461,1.482675
1.479,1.679683,1.393833
1.48,1.70613,1.351343
1.481,1.72774,1.35263
1.482,1.755477,1.257672
1.483,1.775151,1.279239
1.484,1.803856,1.341364
1.485,1.824498,1.381279
1.486,1.849011,1.451773
1.487,1.871588,1.578277
1.488,1.895455,1.688364
1.489,1.918032,1.743086
1.49,1.945124,1.85768
1.491,1.969959,1.915943
1.492,1.993504,1.913367
1.493,2.016726,1.920127
1.494,2.039625,1.908539
1.495,2.065105,1.861221
1.496,2.08994,1.764331
1.497,2.113484,1.74373
1.498,2.136384,1.710253
1.499,2.161864,1.676132
1.5,2.181538,1.702528
1.501,2.208953,1.751777
1.502,2.232498,1.799417
1.503,2.25701,1.884719
1.504,2.280877,2.02088
1.505,2.310227,2.107469
1.506,2.335062,2.158972
1.507,2.358607,2.298674
1.508,2.383442,2.324103
1.509,2.408276,2.314447
1.51,2.429563,2.320884
1.511,2.455366,2.300605
1.512,2.479556,2.223994
1.513,2.504068,2.158972
1.514,2.529225,2.148349
1.515,2.55019,2.083327
1.516,2.575992,2.067232
1.517,2.600182,2.122598
1.518,2.620824,2.16541
1.519,2.644046,2.22657
1.52,2.666946,2.324747
1.521,2.695006,2.468312
1.522,2.718228,2.54106
1.523,2.74016,2.619602
1.524,2.762415,2.698466
1.525,2.784992,2.720355
1.526,2.810149,2.720677
1.527,2.834016,2.722608
1.528,2.856271,2.683337
1.529,2.878203,2.594172
1.53,2.904651,2.552004
1.531,2.924325,2.55297
1.532,3.003345,2.46123
1.533,2.963996,2.47829
1.534,2.937549,2.533334
1.535,2.89691,2.561017
1.536,2.876913,2.62089
1.537,2.853046,2.731943
1.538,2.834339,2.826902
1.539,2.810472,2.864886
1.54,2.781444,2.954694
1.541,2.759834,2.989137
1.542,2.737257,2.961776
1.543,2.715325,2.940209
1.544,2.692748,2.901582
1.545,2.666301,2.823683
1.546,2.643078,2.695569
1.547,2.619856,2.6431
1.548,2.597924,2.574537
1.549,2.571477,2.505973
1.55,2.549545,2.496317
1.551,2.523742,2.513377
1.552,2.500843,2.521102
1.553,2.477943,2.569708
1.554,2.45085,2.669817
1.555,2.432466,2.719067
1.556,2.408276,2.730334
1.557,2.384087,2.828511
1.558,2.358929,2.814348
1.559,2.332159,2.761236
1.56,2.309905,2.727437
1.561,2.282167,2.663702
1.562,2.256365,2.542025
1.563,2.231853,2.431938
1.564,2.210566,2.378825
1.565,2.185731,2.271957
1.566,2.160896,2.216591
1.567,2.134771,2.222385
1.568,2.115742,2.219166
1.569,2.088005,2.23848
1.57,2.064782,2.288373
1.571,2.037367,2.386873
1.572,2.017048,2.412946
1.573,1.992536,2.447711
1.574,1.972862,2.484406
1.575,1.945124,2.460586
1.576,1.921257,2.414234
1.577,1.899002,2.3711
1.578,1.870297,2.286442
1.579,1.849011,2.149315
1.58,1.825788,2.059507
1.581,1.801276,2.016373
1.582,1.778699,1.872809
1.583,1.753542,1.850598
1.584,1.728707,1.862508
1.585,1.70355,1.854461
1.586,1.682908,1.878925
1.587,1.653558,1.958111
1.588,1.634851,2.021524
1.589,1.611629,2.03279
1.59,1.587762,2.099744
1.591,1.565508,2.118413
1.592,1.53648,2.064013
1.593,1.514548,2.021524
1.594,1.486811,1.962617
1.595,1.464234,1.866693
1.596,1.438754,1.721841
1.597,1.414242,1.6536
1.598,1.393278,1.573127
1.599,1.367798,1.490722
1.6,1.345221,1.471731
1.601,1.321676,1.475271
1.602,1.297487,1.470765
1.603,1.273942,1.509392
1.604,1.244915,1.596625
1.605,1.222015,1.638793
1.606,1.202663,1.639437
1.607,1.178796,1.730854
1.608,1.153639,1.711862
1.609,1.130095,1.651025
1.61,1.104937,1.61272
1.611,1.080103,1.543513
1.612,1.057203,1.417331
1.613,1.030111,1.305312
1.614,1.005921,1.24705
1.615,0.983344,1.135353
1.616,0.960767,1.072906
1.617,0.937223,1.079988
1.618,0.914646,1.074194
1.619,0.887876,1.087069
1.62,0.863686,1.135353
1.621,0.836272,1.22999
1.622,0.81563,1.2522
1.623,0.791118,1.285033
1.624,0.767251,1.319797
1.625,0.746286,1.295012
1.626,0.721774,1.24544
1.627,0.69823,1.200697
1.628,0.669202,1.113143
1.629,0.648238,0.977304
1.63,0.623403,0.887496
1.631,0.597601,0.839856
1.632,0.571799,0.69758
1.633,0.550834,0.672151
1.634,0.530515,0.684383
1.635,0.505681,0.677301
1.636,0.481814,0.698868
1.637,0.454399,0.775478
1.638,0.428597,0.837925
1.639,0.405697,0.846294
1.64,0.381508,0.914213
1.641,0.360221,0.925802
1.642,0.337321,0.878483
1.643,0.311842,0.834062
1.644,0.287975,0.7758
1.645,0.262495,0.68052
1.646,0.23766,0.533094
1.647,0.214438,0.464531
1.648,0.187991,0.381161
1.649,0.165737,0.298435
1.65,0.141224,0.280087
1.651,0.118325,0.281374
1.652,0.094458,0.278477
1.653,0.071236,0.316782
1.654,0.048014,0.404981
1.655,0.021244,0.445217
1.656,-0.004203,0.445217
1.657,-0.030227,0.534381
1.658,-0.052395,0.515711
1.659,-0.077133,0.456483
1.66,-0.098016,0.417534
1.661,-0.124039,0.34865
1.662,-0.146207,0.223112
1.663,-0.172873,0.11045
1.664,-0.19729,0.050578
1.665,-0.221064,-0.058965
1.666,-0.248694,-0.119807
1.667,-0.268613,-0.118519
1.668,-0.293673,-0.124314
1.669,-0.313913,-0.111437
1.67,-0.340579,-0.064437
1.671,-0.362747,0.033196
1.672,-0.389734,0.054441
1.673,-0.410938,0.085021
1.674,-0.437604,0.120107
1.675,-0.462342,0.095643
1.676,-0.486438,0.043818
1.677,-0.509891,4.12E-05
1.678,-0.531738,-0.086649
1.679,-0.558082,-0.224429
1.68,-0.582178,-0.3136
1.681,-0.604346,-0.361888
1.682,-0.627478,-0.503531
1.683,-0.654144,-0.532825
1.684,-0.678561,-0.519626
1.685,-0.707154,-0.528318
1.686,-0.726752,-0.507715
1.687,-0.749241,-0.429168
1.688,-0.770767,-0.365429
1.689,-0.796469,-0.353518
1.69,-0.817994,-0.287847
1.691,-0.843375,-0.273361
1.692,-0.871647,-0.323258
1.693,-0.896064,-0.36736
1.694,-0.916626,-0.426593
1.695,-0.942328,-0.52188
1.696,-0.96803,-0.669961
1.697,-0.992447,-0.740139
1.698,-1.013973,-0.820618
1.699,-1.037747,-0.90335
1.7,-1.062485,-0.925562
1.701,-1.084975,-0.919124
1.702,-1.107464,-0.921056
1.703,-1.130917,-0.885645
1.704,-1.161117,-0.796796
1.705,-1.182,-0.755591
1.706,-1.205774,-0.753981
1.707,-1.228264,-0.664489
1.708,-1.25011,-0.682838
1.709,-1.276134,-0.741748
1.71,-1.301193,-0.779091
1.711,-1.326253,-0.850234
1.712,-1.347457,-0.975781
1.713,-1.374444,-1.087164
1.714,-1.397576,-1.14865
1.715,-1.424563,-1.256814
1.716,-1.446089,-1.3183
1.717,-1.471148,-1.315725
1.718,-1.490425,-1.322163
1.719,-1.514199,-1.309287
1.72,-1.536689,-1.262931
1.721,-1.565604,-1.164424
1.722,-1.593555,-1.144144
1.723,-1.613152,-1.112918
1.724,-1.636284,-1.077507
1.725,-1.659737,-1.101329
1.726,-1.68062,-1.149938
1.727,-1.704074,-1.197904
1.728,-1.731703,-1.282246
1.729,-1.755478,-1.420348
1.73,-1.779252,-1.509519
1.731,-1.803348,-1.557806
1.732,-1.827444,-1.698162
1.733,-1.850897,-1.727778
1.734,-1.87435,-1.71458
1.735,-1.899731,-1.722949
1.736,-1.919971,-1.702347
1.737,-1.948565,-1.624121
1.738,-1.969448,-1.562313
1.739,-1.997078,-1.55169
1.74,-2.02021,-1.486341
1.741,-2.047518,-1.468313
1.742,-2.068401,-1.521752
1.743,-2.091212,-1.566176
1.744,-2.114986,-1.624765
1.745,-2.141974,-1.720052
1.746,-2.164784,-1.867168
1.747,-2.186631,-1.937668
1.748,-2.210727,-2.017503
1.749,-2.237393,-2.101202
1.75,-2.258597,-2.121805
1.751,-2.286227,-2.11601
1.752,-2.307431,-2.121483
1.753,-2.329921,-2.08575
1.754,-2.35241,-1.996901
1.755,-2.374578,-1.954408
